Title,Year,Username,UserID,Date,Start,Finish,Paused,Duration,Percent,Platform,Player,Type,Transcode,RatingKey
Seinfeld - The Wife,1994,Rauno T,8898770,02/21/2024,14:32,15:04,10 mins,23 mins,100,tvOS,Apple TV,episode,direct play,126680
Moonrise Kingdom,2012,williamsarevet,314398203,02/20/2024,20:42,22:14,0 mins,1 hr 32 mins,100,webOS,LG 55SK7900PLA,movie,direct play,122818
Seinfeld - The Stand-In,1994,Rauno T,8898770,02/20/2024,20:35,20:58,2 secs,23 mins,100,tvOS,Apple TV,episode,direct play,126679
The Office - Branch Wars,2007,Rauno T,8898770,02/20/2024,20:13,20:35,20 secs,21 mins,100,tvOS,Apple TV,episode,direct play,75424
Succession - The Munsters,2023,dlee247,63169931,02/20/2024,18:02,19:01,1 min,58 mins,100,tvOS,Apple TV,episode,direct play,131055
True Detective - Night Country: Part 6,2024,Rauno T,8898770,02/19/2024,21:14,22:35,6 mins,1 hr 15 mins,100,tvOS,Apple TV,episode,direct play,130437
False Prophet - Bob Dylan,2020,Rauno T,8898770,02/19/2024,21:10,21:14,1 sec,3 mins,100,tvOS,Apple TV,track,direct play,122895
Tombstone Blues - Bob Dylan,1965,Rauno T,8898770,02/19/2024,21:04,21:10,0 mins,6 mins,100,tvOS,Apple TV,track,direct play,99225
Day of the Locusts - Bob Dylan,1970,Rauno T,8898770,02/19/2024,21:00,21:04,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,99288
Unbelievable - Bob Dylan,1990,Rauno T,8898770,02/19/2024,20:56,21:00,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,99472
It's Allright Ma (I'm Only Bleeding) - Bob Dylan / The Band,1974,Rauno T,8898770,02/19/2024,20:51,20:56,0 mins,6 mins,100,tvOS,Apple TV,track,direct play,99067
Rollin’ and Tumblin’ - Bob Dylan,2006,Rauno T,8898770,02/19/2024,20:45,20:51,0 mins,6 mins,0,tvOS,Apple TV,track,direct play,99267
John Wesley Harding - Bob Dylan,1967,Rauno T,8898770,02/19/2024,20:42,20:45,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,99243
Miller's Girl,2024,williamsarevet,314398203,02/19/2024,19:25,21:43,23 mins,1 hr 28 mins,100,webOS,LG 55SK7900PLA,movie,direct play,130363
Blackjack Davey - Bob Dylan,1992,Rauno T,8898770,02/19/2024,20:36,20:42,0 mins,6 mins,0,tvOS,Apple TV,track,direct play,99212
Love Is Blind - Feeling Uncomfy,2024,williamsarevet,314398203,02/19/2024,11:52,12:17,6 mins,19 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130435
Money Shot: The Pornhub Story,2023,Rauno T,8898770,02/19/2024,10:41,10:51,7 mins,3 mins,100,Windows,RaunoT-PC,movie,direct play,130424
Succession - All the Bells Say,2021,dlee247,63169931,02/18/2024,21:32,22:45,10 mins,1 hr 4 mins,100,tvOS,Apple TV,episode,direct play,129141
True Detective - Night Country: Part 5,2024,Rauno T,8898770,02/18/2024,20:02,21:08,2 mins,1 hr 3 mins,100,tvOS,Apple TV,episode,direct play,130007
Desperate Housewives - Chromolume No. 7,2010,Kristina K,16439482,02/18/2024,17:59,18:05,18 secs,6 mins,100,tvOS,Apple TV,episode,direct play,128427
Succession - Chiantishire,2021,dlee247,63169931,02/18/2024,15:26,16:36,6 mins,1 hr 4 mins,100,tvOS,Apple TV,episode,direct play,129140
Succession - Too Much Birthday,2021,dlee247,63169931,02/18/2024,10:32,11:32,4 mins,56 mins,100,tvOS,Apple TV,episode,direct play,129139
Billions - Pilot,2016,oleloigu,204325590,02/18/2024,07:19,07:35,3 mins,13 mins,100,iOS,iPhone,episode,transcode,141658
RuPaul's Drag Race - The Sound of Rusic,2024,kregorkruusvald,168005844,02/17/2024,16:47,17:48,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,130420
The Iron Claw,2023,kregorkruusvald,168005844,02/16/2024,20:59,23:11,0 mins,2 hrs 12 mins,100,Android,Smart TV Pro,movie,direct play,137741
Next Goal Wins,2023,kregorkruusvald,168005844,02/16/2024,19:21,20:58,0 mins,1 hr 37 mins,100,Android,Smart TV Pro,movie,direct play,130009
Succession - What It Takes,2021,dlee247,63169931,02/16/2024,17:03,18:47,7 mins,57 mins,100,tvOS,Apple TV,episode,direct play,129138
The Handmaid's Tale - Seeds,2018,kregorkruusvald,168005844,02/15/2024,20:06,20:58,0 mins,51 mins,100,Android,Smart TV Pro,episode,direct play,127094
One Day (2024) - Episode 14,2024,williamsarevet,314398203,02/14/2024,21:28,22:04,0 mins,36 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130173
RuPaul's Drag Race - Welcome to the DollHouse,2024,kregorkruusvald,168005844,02/14/2024,21:20,22:21,0 mins,1 hr,100,Android,Smart TV Pro,episode,direct play,130008
One Day (2024) - Episode 13,2024,williamsarevet,314398203,02/14/2024,21:06,21:28,0 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130172
RuPaul's Drag Race - Girl Groups,2024,kregorkruusvald,168005844,02/14/2024,20:18,21:19,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,129874
Yellowstone - A Knife and No Coin,2023,oleloigu,204325590,02/14/2024,20:01,20:12,0 mins,11 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119977
RuPaul's Drag Race - RDR Live!,2024,kregorkruusvald,168005844,02/14/2024,19:18,20:18,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,129268
Yellowstone - The Dream Is Not Me,2022,oleloigu,204325590,02/14/2024,15:39,20:01,1 min,48 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119983
One Day (2024) - Episode 12,2024,williamsarevet,314398203,02/14/2024,21:56,18:50,5 mins,25 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130171
Succession - Retired Janitors of Idaho,2021,dlee247,63169931,02/14/2024,17:24,19:02,9 mins,59 mins,100,tvOS,Apple TV,episode,direct play,129137
Yellowstone - Cigarettes, Whiskey, a Meadow and You,2022,oleloigu,204325590,02/14/2024,14:23,14:50,9 mins,18 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119984
Yellowstone - Watch 'Em Ride Away,2022,oleloigu,204325590,02/14/2024,13:25,14:23,8 mins,26 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119982
Yellowstone - Horses in Heaven,2022,oleloigu,204325590,02/14/2024,12:07,13:25,9 mins,30 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119978
Yellowstone - Tall Drink of Water,2022,oleloigu,204325590,02/14/2024,11:01,12:07,35 mins,30 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119974
Yellowstone - The Sting of Wisdom,2022,oleloigu,204325590,02/14/2024,09:00,11:01,49 mins,41 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119980
Yellowstone - One Hundred Years Is Nothing,2022,oleloigu,204325590,02/14/2024,06:48,09:00,28 mins,38 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,119979
One Day (2024) - Episode 11,2024,williamsarevet,314398203,02/13/2024,21:38,21:55,0 mins,17 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130170
One Day (2024) - Episode 10,2024,williamsarevet,314398203,02/13/2024,21:08,21:38,3 secs,30 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130169
One Day (2024) - Episode 9,2024,williamsarevet,314398203,02/13/2024,20:45,21:08,0 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130168
One Day (2024) - Episode 8,2024,williamsarevet,314398203,02/13/2024,20:19,20:45,0 mins,26 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130167
One Day (2024) - Episode 7,2024,williamsarevet,314398203,02/13/2024,19:43,20:18,4 mins,31 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130166
Yellowstone - No Kindness for the Coward,2021,oleloigu,204325590,02/13/2024,18:22,19:00,4 mins,34 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,120014
Yellowstone - Keep the Wolves Close,2021,oleloigu,204325590,02/13/2024,15:32,18:22,23 mins,44 mins,100,macOS,Oles-MacBook-Pro-2.local,episode,direct play,120013
Yellowstone - I Want To Be Him,2021,oleloigu,204325590,02/13/2024,14:36,15:32,20 mins,36 mins,100,Chrome,Chrome,episode,copy,120012
Yellowstone - Under a Blanket of Red,2021,oleloigu,204325590,02/13/2024,14:33,14:35,0 mins,2 mins,100,Chrome,Chrome,episode,copy,120011
RuPaul's Drag Race - The Mother of All Balls,2024,kregorkruusvald,168005844,02/13/2024,13:51,14:52,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,128933
One Day (2024) - Episode 6,2024,williamsarevet,314398203,02/13/2024,13:20,13:43,0 mins,23 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130165
Yellowstone - Under a Blanket of Red,2021,oleloigu,204325590,02/13/2024,12:21,14:27,1 hr 13 mins,35 mins,100,Chrome,Chrome,episode,direct play,120011
One Day (2024) - Episode 5,2024,williamsarevet,314398203,02/13/2024,12:43,13:16,2 mins,31 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130164
Yellowstone - Winning or Learning,2021,oleloigu,204325590,02/13/2024,11:20,12:21,18 mins,42 mins,100,Chrome,Chrome,episode,copy,120010
Yellowstone - All I See Is You,2021,oleloigu,204325590,02/13/2024,10:38,11:20,5 mins,37 mins,100,Chrome,Chrome,episode,copy,120009
Yellowstone - Phantom Pain,2021,oleloigu,204325590,02/13/2024,10:35,10:38,22 secs,3 mins,100,Chrome,Chrome,episode,copy,120008
One Day (2024) - Episode 4,2024,williamsarevet,314398203,02/13/2024,10:07,10:37,1 min,29 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130163
One Day (2024) - Episode 3,2024,williamsarevet,314398203,02/13/2024,09:48,10:07,5 secs,19 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130162
Yellowstone - Phantom Pain,2021,oleloigu,204325590,02/13/2024,08:48,10:06,30 mins,36 mins,100,Chrome,Chrome,episode,copy,120008
One Day (2024) - Episode 2,2024,williamsarevet,314398203,02/13/2024,15:06,09:01,41 mins,23 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130161
Yellowstone - Half the Money,2021,oleloigu,204325590,02/13/2024,08:08,08:48,5 mins,35 mins,100,Chrome,Chrome,episode,copy,120007
Yellowstone - The World Is Purple,2020,oleloigu,204325590,02/13/2024,07:18,08:08,17 mins,33 mins,100,Chrome,Chrome,episode,copy,120027
Yellowstone - Meaner Than Evil,2020,oleloigu,204325590,02/13/2024,06:37,07:18,7 mins,33 mins,100,Chrome,Chrome,episode,copy,120026
Yellowstone - I Killed a Man Today,2020,oleloigu,204325590,02/13/2024,21:31,06:37,6 mins,34 mins,100,Chrome,Chrome,episode,copy,120025
Yellowstone - The Beating,2020,oleloigu,204325590,02/12/2024,18:03,21:31,41 mins,40 mins,100,Chrome,Chrome,episode,copy,120024
What the Durrells Did Next,2019,williamsarevet,314398203,02/12/2024,19:45,20:39,8 mins,47 mins,100,webOS,LG 55SK7900PLA,movie,direct play,129991
Yellowstone - All for Nothing,2020,oleloigu,204325590,02/12/2024,17:35,18:03,4 mins,24 mins,100,Chrome,Chrome,episode,copy,120023
Succession - Lion in the Meadow,2021,dlee247,63169931,02/12/2024,17:16,18:13,5 secs,57 mins,100,tvOS,Apple TV,episode,direct play,129136
Yellowstone - Cowboys and Dreamers,2020,oleloigu,204325590,02/12/2024,16:57,17:35,5 mins,32 mins,100,Chrome,Chrome,episode,copy,120022
Rick and Morty - Fear No Mort,2023,williamsarevet,314398203,02/12/2024,08:00,16:55,6 mins,30 mins,100,webOS,LG 55SK7900PLA,episode,direct play,128148
Yellowstone - Going Back to Cali,2020,oleloigu,204325590,02/12/2024,15:50,16:57,33 mins,34 mins,100,Chrome,Chrome,episode,copy,120021
Yellowstone - An Acceptable Surrender,2020,oleloigu,204325590,02/12/2024,15:18,15:50,1 sec,32 mins,100,Chrome,Chrome,episode,copy,120020
Yellowstone - Freight Trains and Monsters,2020,oleloigu,204325590,02/12/2024,14:31,15:18,15 mins,32 mins,100,Chrome,Chrome,episode,copy,120019
One Day (2024) - Episode 1,2024,williamsarevet,314398203,02/12/2024,14:24,15:06,5 mins,37 mins,100,webOS,LG 55SK7900PLA,episode,direct play,130160
Yellowstone - You're the Indian Now,2020,oleloigu,204325590,02/12/2024,14:07,14:31,1 min,23 mins,100,Chrome,Chrome,episode,copy,120018
RuPaul's Drag Race - Queen Choice Awards,2024,kregorkruusvald,168005844,02/11/2024,12:53,13:53,0 mins,1 hr,100,Android,Smart TV Pro,episode,direct play,128717
RuPaul's Drag Race - Rate-A-Queen,2024,kregorkruusvald,168005844,02/11/2024,11:53,12:53,0 mins,1 hr,100,Android,Smart TV Pro,episode,direct play,128536
The Three Musketeers: D'Artagnan,2023,kregorkruusvald,168005844,02/10/2024,21:32,23:34,0 mins,2 hrs 1 min,100,Android,Smart TV Pro,movie,transcode,130020
The Handmaid's Tale - Other Women,2018,kregorkruusvald,168005844,02/09/2024,21:50,22:43,0 mins,53 mins,100,Android,Smart TV Pro,episode,direct play,127093
The Handmaid's Tale - Baggage,2018,kregorkruusvald,168005844,02/09/2024,20:54,21:50,0 mins,57 mins,100,Android,Smart TV Pro,episode,direct play,127092
The Handmaid's Tale - Unwomen,2018,kregorkruusvald,168005844,02/09/2024,20:00,20:54,0 mins,54 mins,100,Android,Smart TV Pro,episode,direct play,127091
RuPaul's Drag Race - Grand Finale,2023,kregorkruusvald,168005844,02/09/2024,18:59,19:59,0 mins,60 mins,100,Android,Smart TV Pro,episode,direct play,128570
The Durrells - Episode 6,2019,williamsarevet,314398203,02/06/2024,20:59,22:24,2 mins,50 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129882
The Durrells - Episode 5,2019,williamsarevet,314398203,02/06/2024,20:12,20:59,0 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129881
The Durrells - Episode 4,2019,williamsarevet,314398203,02/06/2024,19:25,20:12,0 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129880
The Durrells - Episode 3,2019,williamsarevet,314398203,02/06/2024,18:38,19:25,0 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129879
Long Shot,2019,trevortart,308342405,02/06/2024,17:53,18:00,3 secs,6 mins,5,Xbox,XBOX,movie,transcode,1115
Too Busy Thinking About My Baby - Marvin Gaye,1969,Rauno T,8898770,02/05/2024,17:44,17:47,0 mins,4 mins,15,iOS,Rauno's iPhone,track,direct play,129922
The Durrells - Episode 2,2019,williamsarevet,314398203,02/04/2024,16:21,17:11,3 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129878
The Durrells - Episode 1,2019,williamsarevet,314398203,02/04/2024,22:55,16:21,12 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129877
The Durrells - Episode 8,2018,williamsarevet,314398203,02/03/2024,22:08,22:55,0 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129291
The Durrells - Episode 7,2018,williamsarevet,314398203,02/03/2024,21:03,22:08,17 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129290
Hereditary,2018,kregorkruusvald,168005844,02/03/2024,20:06,22:10,0 mins,2 hrs 4 mins,100,Android,Smart TV Pro,movie,direct play,4798
RuPaul's Drag Race - Blame It On The Edit,2023,kregorkruusvald,168005844,02/03/2024,19:03,20:03,0 mins,1 hr,100,Android,Smart TV Pro,episode,direct play,128568
RuPaul's Drag Race - Teacher Makeovers,2023,kregorkruusvald,168005844,02/03/2024,18:24,19:03,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,128567
The Handmaid's Tale - June,2018,kregorkruusvald,168005844,02/02/2024,23:14,00:09,0 mins,55 mins,100,Android,Smart TV Pro,episode,direct play,127090
Night Swim,2024,kregorkruusvald,168005844,02/02/2024,21:39,23:09,0 mins,1 hr 30 mins,100,Android,Smart TV Pro,movie,direct play,129306
Desperate Housewives - Chromolume No. 7,2010,Kristina K,16439482,02/02/2024,19:09,19:51,5 mins,37 mins,100,tvOS,Apple TV,episode,direct play,128427
Desperate Housewives - The Chase,2010,Kristina K,16439482,02/02/2024,21:27,19:09,2 mins,43 mins,100,tvOS,Apple TV,episode,direct play,128426
RuPaul's Drag Race - Wigloose: The Rusical!,2023,kregorkruusvald,168005844,02/02/2024,23:17,18:23,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,128566
The Durrells - Episode 6,2018,williamsarevet,314398203,02/02/2024,16:38,17:27,3 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129289
Ted Lasso - Lavender,2021,oleloigu,204325590,02/02/2024,08:39,08:53,4 mins,10 mins,100,iOS,iPhone,episode,transcode,129329
RuPaul's Drag Race - Two Queens, One Joke,2023,kregorkruusvald,168005844,02/01/2024,22:12,23:17,0 mins,1 hr 4 mins,100,Android,Smart TV Pro,episode,direct play,128565
RuPaul's Drag Race - 50/50's Most Gagworthy Stars,2023,kregorkruusvald,168005844,02/01/2024,21:31,22:12,0 mins,41 mins,100,Android,Smart TV Pro,episode,direct play,128564
That '70s Show - The Keg,1998,oleloigu,204325590,02/01/2024,09:46,10:07,8 mins,13 mins,100,Chrome,Chrome,episode,copy,128999
That '70s Show - Eric's Burger Job,1998,oleloigu,204325590,02/01/2024,13:37,09:46,6 mins,10 mins,100,Chrome,Chrome,episode,copy,128998
The Office - Beach Games,2007,Rauno T,8898770,02/01/2024,07:33,07:43,1 sec,10 mins,100,tvOS,Apple TV,episode,direct play,75503
The Durrells - Episode 5,2018,williamsarevet,314398203,01/31/2024,20:13,21:07,4 mins,51 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129288
Desperate Housewives - Lovely,2010,Kristina K,16439482,01/31/2024,20:44,21:27,1 sec,43 mins,100,tvOS,Apple TV,episode,direct play,128425
Desperate Housewives - The Glamorous Life,2010,Kristina K,16439482,01/31/2024,13:44,20:44,4 mins,42 mins,100,tvOS,Apple TV,episode,direct play,128424
The Durrells - Episode 4,2018,williamsarevet,314398203,01/31/2024,18:18,20:12,20 mins,48 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129287
That '70s Show - Battle of the Sexists,1998,oleloigu,204325590,01/31/2024,18:55,13:37,5 mins,17 mins,100,Chrome,Chrome,episode,copy,128997
Desperate Housewives - How About a Friendly Shrink?,2010,Kristina K,16439482,01/31/2024,13:00,13:44,1 min,43 mins,100,tvOS,Apple TV,episode,direct play,128423
Seinfeld - The Dinner Party,1994,Rauno T,8898770,01/31/2024,12:32,12:55,15 secs,23 mins,100,tvOS,Apple TV,episode,direct play,126676
The Handmaid's Tale - Night,2017,kregorkruusvald,168005844,01/30/2024,22:14,23:13,0 mins,59 mins,100,Android,Smart TV Pro,episode,direct play,127086
Desperate Housewives - You Gotta Get a Gimmick,2010,Kristina K,16439482,01/30/2024,21:36,22:18,0 mins,43 mins,100,iOS,iPad,episode,direct play,128422
Desperate Housewives - If...,2010,Kristina K,16439482,01/30/2024,20:41,21:24,1 min,42 mins,100,tvOS,Apple TV,episode,direct play,128421
Desperate Housewives - Boom Crunch,2009,Kristina K,16439482,01/30/2024,19:10,20:41,2 secs,42 mins,100,tvOS,Apple TV,episode,direct play,128420
The Office - Women's Appreciation,2007,Rauno T,8898770,01/30/2024,19:51,20:19,0 mins,28 mins,100,tvOS,Apple TV,episode,direct play,75502
The Durrells - Episode 3,2018,williamsarevet,314398203,01/30/2024,21:23,18:18,39 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129286
WWE Royal Rumble,2024,kregorkruusvald,168005844,01/30/2024,14:43,16:06,3 mins,2 hrs 45 mins,100,webOS,LG 55SM9010PLA,movie,direct play,129293
The Durrells - Episode 2,2018,williamsarevet,314398203,01/29/2024,20:36,21:23,1 min,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129285
The Durrells - Episode 1,2018,williamsarevet,314398203,01/29/2024,19:18,20:36,23 mins,45 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129284
True Detective - Night Country: Part 3,2024,Rauno T,8898770,01/29/2024,19:46,20:47,2 mins,58 mins,100,tvOS,Apple TV,episode,direct play,129302
RuPaul's Drag Race - The Crystal Ball: Episode 200,2023,kregorkruusvald,168005844,01/29/2024,19:25,20:05,9 secs,41 mins,100,Android,Smart TV Pro,episode,direct play,128563
Desperate Housewives - Would I Think of Suicide?,2009,Kristina K,16439482,01/29/2024,18:59,19:46,4 mins,42 mins,100,tvOS,Apple TV,episode,direct play,128419
RuPaul's Drag Race - LipSync Lalaparuza Smackdown,2023,kregorkruusvald,168005844,01/29/2024,18:41,19:24,0 mins,44 mins,100,Android,Smart TV Pro,episode,direct play,128562
The Durrells - Episode 6,2017,williamsarevet,314398203,01/29/2024,18:09,19:18,20 mins,48 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129282
Desperate Housewives - The Coffee Cup,2009,Kristina K,16439482,01/29/2024,17:34,18:59,2 mins,43 mins,100,tvOS,Apple TV,episode,direct play,128418
Succession - The Disruption,2021,dlee247,63169931,01/29/2024,18:04,19:16,15 mins,57 mins,100,tvOS,Apple TV,episode,direct play,129135
Desperate Housewives - Careful the Things You Say,2009,Kristina K,16439482,01/29/2024,20:39,17:34,1 min,42 mins,100,tvOS,Apple TV,episode,direct play,128417
That '70s Show - Streaking,1998,oleloigu,204325590,01/29/2024,14:39,14:57,3 mins,15 mins,100,Chrome,Chrome,episode,copy,128996
That '70s Show - Eric's Birthday,1998,oleloigu,204325590,01/29/2024,14:02,14:37,14 mins,20 mins,100,Chrome,Chrome,episode,copy,128995
Succession - Mass in Time of War,2021,dlee247,63169931,01/28/2024,16:27,22:30,20 mins,59 mins,100,tvOS,Apple TV,episode,direct play,129134
The Durrells - Episode 5,2017,williamsarevet,314398203,01/28/2024,21:29,22:17,0 mins,48 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129281
Seinfeld - The Stall,1994,Rauno T,8898770,01/28/2024,21:17,21:41,12 secs,23 mins,100,iOS,iPad,episode,direct play,126675
The Durrells - Episode 4,2017,williamsarevet,314398203,01/28/2024,20:42,21:29,0 mins,48 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129280
The Durrells - Episode 3,2017,williamsarevet,314398203,01/28/2024,10:43,20:41,25 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129279
Desperate Housewives - Don't Walk on the Grass,2009,Kristina K,16439482,01/28/2024,19:55,20:38,1 min,42 mins,100,tvOS,Apple TV,episode,direct play,128416
Desperate Housewives - Everybody Ought to Have a Maid,2009,Kristina K,16439482,01/28/2024,19:12,19:55,1 sec,42 mins,100,tvOS,Apple TV,episode,direct play,128415
Desperate Housewives - The God-Why-Don't-You-Love-Me Blues,2009,Kristina K,16439482,01/28/2024,17:31,19:12,1 min,42 mins,100,tvOS,Apple TV,episode,direct play,128414
The Office - Product Recall,2007,Rauno T,8898770,01/28/2024,18:40,19:01,19 secs,21 mins,100,tvOS,Apple TV,episode,direct play,75501
The Office - Safety Training,2007,Rauno T,8898770,01/28/2024,18:19,18:40,17 secs,21 mins,100,tvOS,Apple TV,episode,direct play,75500
Desperate Housewives - Never Judge a Lady by Her Lover,2009,Kristina K,16439482,01/28/2024,16:34,17:31,16 mins,41 mins,100,tvOS,Apple TV,episode,direct play,128413
Desperate Housewives - Being Alive,2009,Kristina K,16439482,01/28/2024,15:51,16:34,1 min,42 mins,100,tvOS,Apple TV,episode,direct play,128412
Desperate Housewives - Nice Is Different Than Good,2009,Kristina K,16439482,01/28/2024,21:12,15:51,13 secs,42 mins,100,tvOS,Apple TV,episode,direct play,128411
Seinfeld - The Conversion,1993,Rauno T,8898770,01/28/2024,14:55,15:18,8 secs,23 mins,100,tvOS,Apple TV,episode,direct play,126674
WWE Royal Rumble,2024,kregorkruusvald,168005844,01/28/2024,14:21,18:12,0 mins,3 hrs 51 mins,100,Android,Smart TV Pro,movie,direct play,129293
The Durrells - Episode 2,2017,williamsarevet,314398203,01/28/2024,23:22,10:43,7 mins,49 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129278
The Rolling Stones: Havana Moon,2016,Rauno T,8898770,01/28/2024,09:42,10:06,10 secs,24 mins,100,tvOS,Apple TV,movie,direct play,129095
Seinfeld - The Cigar Store Indian,1993,Rauno T,8898770,01/28/2024,09:17,09:41,1 min,23 mins,100,tvOS,Apple TV,episode,direct play,126673
Inception,2010,patrikte,33071402,01/28/2024,02:42,05:41,4 mins,2 hrs 25 mins,100,Tizen,TV 2021,movie,transcode,127921
RuPaul's Drag Race - The Daytona Wind 2,2023,kregorkruusvald,168005844,01/27/2024,23:59,00:38,0 mins,40 mins,100,Android,Smart TV Pro,episode,direct play,128561
RuPaul's Drag Race - Old Friends Gold,2023,kregorkruusvald,168005844,01/27/2024,23:17,23:58,0 mins,41 mins,100,Android,Smart TV Pro,episode,direct play,128560
The Durrells - Episode 1,2017,williamsarevet,314398203,01/27/2024,22:32,23:22,3 mins,47 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129277
The Durrells - Episode 6,2016,williamsarevet,314398203,01/27/2024,20:52,21:38,0 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129130
Philadelphia,1993,kregorkruusvald,168005844,01/27/2024,20:45,22:51,0 mins,2 hrs 6 mins,100,Android,Smart TV Pro,movie,transcode,1678
Desperate Housewives - If It's Only in Your Head,2009,Kristina K,16439482,01/27/2024,18:59,21:11,18 secs,43 mins,100,tvOS,Apple TV,episode,direct play,128409
The Office - The Negotiation,2007,Rauno T,8898770,01/27/2024,20:13,20:42,11 secs,29 mins,100,tvOS,Apple TV,episode,direct play,75499
The Durrells - Episode 5,2016,williamsarevet,314398203,01/27/2024,20:00,20:52,7 mins,46 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129127
The Office - Cocktails,2007,Rauno T,8898770,01/27/2024,19:50,20:13,2 mins,21 mins,100,tvOS,Apple TV,episode,direct play,75498
The Durrells - Episode 4,2016,williamsarevet,314398203,01/27/2024,17:10,20:00,21 mins,50 mins,100,webOS,LG 55SK7900PLA,episode,direct play,129129
The Office - Business School,2007,Rauno T,8898770,01/27/2024,19:29,19:50,1 min,21 mins,100,tvOS,Apple TV,episode,direct play,75497
CODA,2021,kregorkruusvald,168005844,01/27/2024,18:49,20:37,9 secs,1 hr 48 mins,100,Android,Smart TV Pro,movie,direct play,5854
Desperate Housewives - Everybody Says Don't,2009,Kristina K,16439482,01/27/2024,18:11,18:59,5 mins,42 mins,100,tvOS,Apple TV,episode,direct play,128408
Desperate Housewives - Marry Me a Little,2009,Kristina K,16439482,01/27/2024,17:29,18:11,4 secs,42 mins,100,tvOS,Apple TV,episode,direct play,128407
Desperate Housewives - Bargaining,2009,Kristina K,16439482,01/27/2024,13:44,17:29,4 mins,43 mins,100,tvOS,Apple TV,episode,direct play,128406
Sicario: Day of the Soldado,2018,oleloigu,204325590,01/27/2024,07:25,15:42,1 hr 7 mins,1 hr 25 mins,100,macOS,Oles-MacBook-Pro-2.local,movie,direct play,1371
Desperate Housewives - Rose's Turn,2009,Kristina K,16439482,01/27/2024,13:00,13:44,1 min,43 mins,100,tvOS,Apple TV,episode,direct play,128405
Desperate Housewives - Look Into Their Eyes and You See What They Know,2009,Kristina K,16439482,01/27/2024,12:16,13:00,3 secs,43 mins,100,tvOS,Apple TV,episode,direct play,128404
Desperate Housewives - A Spark. To Pierce the Dark.,2009,Kristina K,16439482,01/27/2024,10:52,12:16,5 secs,43 mins,100,tvOS,Apple TV,episode,direct play,128403
